Sales ID,Count,Open Date,Days to Make Sale,Car ID,Dealer ID,Temperature (F),Temperature Category,Weather Condition,Humidity (%),Wind Speed (mph),Wind Gust (mph),Wind Direction,Visibility (mi),Wind Chill (F),Precipitation (in),Fog (Y/N),Rain (Y/N),Snow (Y/N),Month,Month Order,Year
685099,1,2-Jul-2024,1,99110,1288,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685100,1,2-Jul-2024,1,99110,1402,75,71-80,Overcast,50,9.2,,West,10,,0,N,N,N,Jul,7,2024
685101,1,2-Jul-2024,19,147160,1301,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685102,1,2-Jul-2024,1,132120,1212,73.9,71-80,Overcast,53,6.9,,NNW,10,,0,N,N,N,Jul,7,2024
685103,1,2-Jul-2024,12,99110,1402,73.9,71-80,Overcast,53,6.9,,NNW,10,,0,N,N,N,Jul,7,2024
685104,1,3-Jul-2024,28,99110,1212,70,61-70,Clear,61,8.1,,NW,10,,0,N,N,N,Jul,7,2024
685105,1,3-Jul-2024,1,132120,1301,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685106,1,3-Jul-2024,1,99110,1288,57,51-60,Clear,89,11.5,,North,7,,0,N,N,N,Jul,7,2024
685107,1,3-Jul-2024,1,99110,1224,59,51-60,Clear,81,9.2,,North,7,,0,N,N,N,Jul,7,2024
685108,1,3-Jul-2024,1,99110,1336,64.9,61-70,Partly Cloudy,56,9.2,,NNW,10,,0,N,N,N,Jul,7,2024
685109,1,3-Jul-2024,6,132120,1212,68,61-70,Partly Cloudy,50,10.4,,NNW,10,,0,N,N,N,Jul,7,2024
685110,1,3-Jul-2024,1,99110,1224,68,61-70,Partly Cloudy,50,10.4,,NNW,10,,0,N,N,N,Jul,7,2024
685111,1,3-Jul-2024,3,147160,1402,70,61-70,Partly Cloudy,47,5.8,,NNW,10,,0,N,N,N,Jul,7,2024
685112,1,3-Jul-2024,11,99110,1224,68,61-70,Clear,56,5.8,,North,7,,0,N,N,N,Jul,7,2024
685113,1,3-Jul-2024,12,87110,1224,70,61-70,Partly Cloudy,47,5.8,,NNW,10,,0,N,N,N,Jul,7,2024
685114,1,3-Jul-2024,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685115,1,3-Jul-2024,1,26151,1402,73,71-80,Partly Cloudy,42,8.1,,North,10,,0,N,N,N,Jul,7,2024
685116,1,3-Jul-2024,5,132120,1402,73,71-80,Partly Cloudy,42,8.1,,North,10,,0,N,N,N,Jul,7,2024
685117,1,3-Jul-2024,3,99110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685118,1,3-Jul-2024,28,132120,1212,73,71-80,Partly Cloudy,42,8.1,,North,10,,0,N,N,N,Jul,7,2024
685119,1,3-Jul-2024,11,99110,1301,70,61-70,Clear,47,5.8,,Variable,7,,0,N,N,N,Jul,7,2024
685120,1,3-Jul-2024,11,87110,1224,73,71-80,Partly Cloudy,42,8.1,,North,10,,0,N,N,N,Jul,7,2024
685121,1,3-Jul-2024,3,99110,1402,73,71-80,Partly Cloudy,42,8.1,,North,10,,0,N,N,N,Jul,7,2024
685122,1,3-Jul-2024,17,99110,1402,73,71-80,Partly Cloudy,42,8.1,,North,10,,0,N,N,N,Jul,7,2024
685123,1,3-Jul-2024,1,99110,1401,75,71-80,Scattered Clouds,40,4.6,,Variable,10,,0,N,N,N,Jul,7,2024
685124,1,3-Jul-2024,1,99110,1222,75,71-80,Scattered Clouds,40,4.6,,Variable,10,,0,N,N,N,Jul,7,2024
685125,1,3-Jul-2024,1,26151,1224,75,71-80,Scattered Clouds,40,4.6,,Variable,10,,0,N,N,N,Jul,7,2024
685126,1,3-Jul-2024,3,99110,1222,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685127,1,3-Jul-2024,3,99110,1224,75,71-80,Scattered Clouds,40,4.6,,Variable,10,,0,N,N,N,Jul,7,2024
685128,1,3-Jul-2024,1,99110,1224,75,71-80,Scattered Clouds,40,4.6,,Variable,10,,0,N,N,N,Jul,7,2024
685129,1,3-Jul-2024,1,99110,1224,75,71-80,Scattered Clouds,40,4.6,,Variable,10,,0,N,N,N,Jul,7,2024
685130,1,3-Jul-2024,1,147160,1336,75.9,71-80,Scattered Clouds,38,0,,North,10,,0,N,N,N,Jul,7,2024
685131,1,3-Jul-2024,3,99110,1212,75.9,71-80,Scattered Clouds,38,0,,North,10,,0,N,N,N,Jul,7,2024
685132,1,3-Jul-2024,1,99110,1301,75.9,71-80,Scattered Clouds,38,0,,North,10,,0,N,N,N,Jul,7,2024
685133,1,3-Jul-2024,5,26151,1288,75,71-80,Clear,41,4.6,,Variable,7,,0,N,N,N,Jul,7,2024
685134,1,3-Jul-2024,1,99110,1402,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685135,1,3-Jul-2024,1,87110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685136,1,3-Jul-2024,1,99110,1402,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685137,1,3-Jul-2024,1,132120,1288,75,71-80,Clear,41,5.8,,Variable,7,,0,N,N,N,Jul,7,2024
685138,1,3-Jul-2024,1,99110,1401,72,71-80,Scattered Clouds,51,10.4,,SE,10,,0,N,N,N,Jul,7,2024
685139,1,3-Jul-2024,3,87110,1288,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685140,1,3-Jul-2024,1,87110,1215,77,71-80,Clear,39,6.9,,Variable,7,,0,N,N,N,Jul,7,2024
685141,1,3-Jul-2024,1,99110,1215,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685142,1,3-Jul-2024,1,26151,1402,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685143,1,3-Jul-2024,1,147160,1224,77,71-80,Clear,39,6.9,,Variable,7,,0,N,N,N,Jul,7,2024
685144,1,3-Jul-2024,1,99110,1215,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685145,1,3-Jul-2024,4,87110,1217,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685146,1,3-Jul-2024,1,99110,1288,73.9,71-80,Scattered Clouds,48,12.7,,ESE,10,,0,N,N,N,Jul,7,2024
685147,1,3-Jul-2024,1,99110,1222,73.9,71-80,Scattered Clouds,48,12.7,,ESE,10,,0,N,N,N,Jul,7,2024
685148,1,3-Jul-2024,5,99110,1288,77,71-80,Clear,40,11.5,16.1,WNW,7,,0,N,N,N,Jul,7,2024
685149,1,3-Jul-2024,1,99110,1222,73.9,71-80,Scattered Clouds,48,12.7,,ESE,10,,0,N,N,N,Jul,7,2024
685150,1,3-Jul-2024,3,99110,1224,77,71-80,Clear,40,11.5,16.1,WNW,7,,0,N,N,N,Jul,7,2024
685151,1,3-Jul-2024,1,99110,1401,73.9,71-80,Scattered Clouds,48,12.7,,ESE,10,,0,N,N,N,Jul,7,2024
685152,1,3-Jul-2024,1,26151,1301,73.9,71-80,Scattered Clouds,48,12.7,,ESE,10,,0,N,N,N,Jul,7,2024
685153,1,3-Jul-2024,3,132120,1224,77,71-80,Clear,40,5.8,,WSW,7,,0,N,N,N,Jul,7,2024
685154,1,3-Jul-2024,1,99110,1401,73,71-80,Scattered Clouds,46,12.7,,SE,10,,0,N,N,N,Jul,7,2024
685155,1,3-Jul-2024,4,99110,1402,72,71-80,Scattered Clouds,51,11.5,,ESE,10,,0,N,N,N,Jul,7,2024
685156,1,3-Jul-2024,6,99110,1222,72,71-80,Scattered Clouds,51,11.5,,ESE,10,,0,N,N,N,Jul,7,2024
685157,1,3-Jul-2024,5,99110,1402,72,71-80,Scattered Clouds,51,11.5,,ESE,10,,0,N,N,N,Jul,7,2024
685158,1,3-Jul-2024,1,99110,1301,75,71-80,Clear,43,10.4,,West,7,,0,N,N,N,Jul,7,2024
685159,1,3-Jul-2024,1,99110,1224,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685160,1,3-Jul-2024,1,99110,1217,73,71-80,Clear,44,8.1,,West,7,,0,N,N,N,Jul,7,2024
685161,1,3-Jul-2024,3,147160,1288,73,71-80,Clear,44,8.1,,West,7,,0,N,N,N,Jul,7,2024
685162,1,3-Jul-2024,4,87110,1222,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685163,1,3-Jul-2024,1,99110,1217,73,71-80,Clear,44,8.1,,West,7,,0,N,N,N,Jul,7,2024
685164,1,3-Jul-2024,1,99110,1301,68,61-70,Overcast,65,5.8,,ESE,10,,0,N,N,N,Jul,7,2024
685165,1,3-Jul-2024,6,99110,1288,68,61-70,Clear,63,5.8,,South,7,,0,N,N,N,Jul,7,2024
685166,1,3-Jul-2024,3,99110,1222,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685167,1,3-Jul-2024,3,99110,1222,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685168,1,3-Jul-2024,1,147160,1224,63,61-70,Clear,70,11.5,,SSW,7,,0,N,N,N,Jul,7,2024
685169,1,4-Jul-2024,1,99110,1301,62.1,61-70,Clear,80,5.8,,South,10,,0,N,N,N,Jul,7,2024
685170,1,4-Jul-2024,2,99110,1402,62.1,61-70,Clear,80,5.8,,South,10,,0,N,N,N,Jul,7,2024
685171,1,4-Jul-2024,1,99110,1336,62.1,61-70,Clear,80,5.8,,South,10,,0,N,N,N,Jul,7,2024
685172,1,4-Jul-2024,3,87110,1402,62.1,61-70,Clear,80,5.8,,South,10,,0,N,N,N,Jul,7,2024
685173,1,4-Jul-2024,4,99110,1301,64,61-70,Overcast,80,4.6,,SW,10,,0,N,N,N,Jul,7,2024
685174,1,4-Jul-2024,1,26151,1401,64,61-70,Overcast,80,4.6,,SSW,10,,0,N,N,N,Jul,7,2024
685175,1,4-Jul-2024,11,99110,1224,70,61-70,Overcast,65,0,,North,10,,0,N,N,N,Jul,7,2024
685176,1,4-Jul-2024,2,87110,1215,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685177,1,4-Jul-2024,1,99110,1301,70,61-70,Overcast,65,0,,North,10,,0,N,N,N,Jul,7,2024
685178,1,4-Jul-2024,4,99110,1212,70,61-70,Overcast,65,0,,North,10,,0,N,N,N,Jul,7,2024
685179,1,4-Jul-2024,1,99110,1224,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685180,1,4-Jul-2024,5,99110,1401,70,61-70,Overcast,65,0,,North,10,,0,N,N,N,Jul,7,2024
685181,1,4-Jul-2024,4,99110,1402,72,71-80,Overcast,66,4.6,,ESE,10,,0,N,N,N,Jul,7,2024
685182,1,4-Jul-2024,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685183,1,4-Jul-2024,1,132120,1224,72,71-80,Overcast,66,4.6,,ESE,10,,0,N,N,N,Jul,7,2024
685184,1,4-Jul-2024,3,99110,1217,73,71-80,Clear,55,4.6,,Variable,7,,0,N,N,N,Jul,7,2024
685185,1,4-Jul-2024,2,87110,1301,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685186,1,4-Jul-2024,5,132120,1402,70,61-70,Overcast,71,8.1,,ENE,10,,0,N,N,N,Jul,7,2024
685187,1,4-Jul-2024,9,99110,1288,71.1,71-80,Clear,53,3.5,,SE,7,,0,N,N,N,Jul,7,2024
685188,1,4-Jul-2024,2,99110,1401,68,61-70,Overcast,76,8.1,,East,10,,0,N,N,N,Jul,7,2024
685189,1,4-Jul-2024,1,99110,1336,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685190,1,4-Jul-2024,2,87110,1215,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685191,1,4-Jul-2024,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685192,1,4-Jul-2024,4,87110,1224,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685193,1,4-Jul-2024,4,99110,1217,69.1,61-70,Clear,75,5.8,,NE,7,,0,N,N,N,Jul,7,2024
685194,1,4-Jul-2024,3,99110,1301,66,61-70,Overcast,78,6.9,,NE,10,,0,N,N,N,Jul,7,2024
685195,1,4-Jul-2024,1,99110,1224,66,61-70,Overcast,78,6.9,,NE,10,,0,N,N,N,Jul,7,2024
685196,1,4-Jul-2024,1,26151,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685197,1,4-Jul-2024,1,132120,1215,68,61-70,Overcast,63,4.6,,ENE,10,,0,N,N,N,Jul,7,2024
685198,1,4-Jul-2024,1,99110,1301,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685199,1,4-Jul-2024,2,132120,1224,66.9,61-70,Clear,66,5.8,,North,7,,0,N,N,N,Jul,7,2024
685200,1,4-Jul-2024,2,147160,1288,66.9,61-70,Clear,66,5.8,,North,7,,0,N,N,N,Jul,7,2024
685201,1,4-Jul-2024,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685202,1,4-Jul-2024,4,99110,1215,63,61-70,Partly Cloudy,81,3.5,,South,10,,0,N,N,N,Jul,7,2024
685203,1,4-Jul-2024,3,132120,1222,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685204,1,5-Jul-2024,2,132120,1402,62.1,61-70,Partly Cloudy,84,0,,North,7,,0,N,N,N,Jul,7,2024
685205,1,5-Jul-2024,1,87110,1222,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685206,1,5-Jul-2024,1,99110,1215,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685207,1,5-Jul-2024,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685208,1,5-Jul-2024,1,99110,1215,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685209,1,5-Jul-2024,1,99110,1288,68,61-70,Clear,76,9.2,,WNW,7,,0,N,N,N,Jul,7,2024
685210,1,5-Jul-2024,1,99110,1288,68,61-70,Clear,76,9.2,,WNW,7,,0,N,N,N,Jul,7,2024
685211,1,5-Jul-2024,1,87110,1288,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685212,1,5-Jul-2024,4,99110,1217,68,61-70,Clear,76,9.2,,WNW,7,,0,N,N,N,Jul,7,2024
685213,1,5-Jul-2024,1,99110,1401,77,71-80,Clear,56,9.2,,WNW,8,,0,N,N,N,Jul,7,2024
685214,1,5-Jul-2024,1,99110,1401,77,71-80,Clear,56,9.2,,WNW,8,,0,N,N,N,Jul,7,2024
685215,1,5-Jul-2024,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685216,1,5-Jul-2024,24,132120,1217,77,71-80,Clear,58,8.1,,NW,7,,0,N,N,N,Jul,7,2024
685217,1,5-Jul-2024,1,99110,1217,77,71-80,Clear,58,8.1,,NW,7,,0,N,N,N,Jul,7,2024
685218,1,5-Jul-2024,15,99110,1288,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685219,1,5-Jul-2024,1,99110,1217,77,71-80,Clear,58,8.1,,NW,7,,0,N,N,N,Jul,7,2024
685220,1,5-Jul-2024,24,147160,1401,81,81-90,Partly Cloudy,45,9.2,,West,8,,0,N,N,N,Jul,7,2024
685221,1,5-Jul-2024,1,147160,1217,80.1,81-90,Clear,52,10.4,,West,7,,0,N,N,N,Jul,7,2024
685222,1,5-Jul-2024,3,99110,1222,81,81-90,Partly Cloudy,45,9.2,,West,8,,0,N,N,N,Jul,7,2024
685223,1,5-Jul-2024,5,99110,1401,80.1,81-90,Partly Cloudy,45,5.8,,ESE,8,,0,N,N,N,Jul,7,2024
685224,1,5-Jul-2024,11,147160,1224,80.1,81-90,Partly Cloudy,45,5.8,,ESE,8,,0,N,N,N,Jul,7,2024
685225,1,5-Jul-2024,1,87110,1402,79,71-80,Overcast,48,8.1,,SE,10,,0,N,N,N,Jul,7,2024
685226,1,5-Jul-2024,4,99110,1288,79,71-80,Clear,52,8.1,,WNW,7,,0,N,N,N,Jul,7,2024
685227,1,5-Jul-2024,3,99110,1301,79,71-80,Overcast,48,8.1,,SE,10,,0,N,N,N,Jul,7,2024
685228,1,5-Jul-2024,1,99110,1401,82.9,81-90,Scattered Clouds,44,8.1,,West,10,,0,N,N,N,Jul,7,2024
685229,1,5-Jul-2024,1,99110,1402,82.9,81-90,Scattered Clouds,44,8.1,,West,10,,0,N,N,N,Jul,7,2024
685230,1,5-Jul-2024,1,87110,1402,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685231,1,5-Jul-2024,1,87110,1222,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685232,1,5-Jul-2024,2,99110,1217,80.1,81-90,Clear,48,8.1,,WNW,7,,0,N,N,N,Jul,7,2024
685233,1,5-Jul-2024,8,99110,1217,80.1,81-90,Clear,48,8.1,,WNW,7,,0,N,N,N,Jul,7,2024
685234,1,5-Jul-2024,1,99110,1217,80.1,81-90,Clear,48,8.1,,WNW,7,,0,N,N,N,Jul,7,2024
685235,1,5-Jul-2024,1,99110,1217,80.1,81-90,Clear,48,8.1,,WNW,7,,0,N,N,N,Jul,7,2024
685236,1,5-Jul-2024,1,99110,1217,80.1,81-90,Clear,48,8.1,,WNW,7,,0,N,N,N,Jul,7,2024
685237,1,5-Jul-2024,4,132120,1224,82.9,81-90,Scattered Clouds,44,8.1,,West,10,,0,N,N,N,Jul,7,2024
685238,1,5-Jul-2024,2,99110,1212,82.9,81-90,Scattered Clouds,44,8.1,,West,10,,0,N,N,N,Jul,7,2024
685239,1,5-Jul-2024,3,132120,1401,82.9,81-90,Partly Cloudy,42,6.9,16.1,Variable,10,,0,N,N,N,Jul,7,2024
685240,1,5-Jul-2024,1,99110,1402,82.9,81-90,Partly Cloudy,42,6.9,16.1,Variable,10,,0,N,N,N,Jul,7,2024
685241,1,5-Jul-2024,3,99110,1402,82.9,81-90,Partly Cloudy,42,6.9,16.1,Variable,10,,0,N,N,N,Jul,7,2024
685242,1,5-Jul-2024,1,87110,1212,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685243,1,5-Jul-2024,1,147160,1288,77,71-80,Clear,54,10.4,,West,7,,0,N,N,N,Jul,7,2024
685244,1,5-Jul-2024,1,26151,1288,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685245,1,5-Jul-2024,1,99110,1402,80.1,81-90,Scattered Clouds,48,9.2,,WSW,10,,0,N,N,N,Jul,7,2024
685246,1,5-Jul-2024,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685247,1,5-Jul-2024,1,99110,1401,80.1,81-90,Scattered Clouds,48,9.2,,WSW,10,,0,N,N,N,Jul,7,2024
685248,1,5-Jul-2024,3,99110,1224,80.1,81-90,Scattered Clouds,48,9.2,,WSW,10,,0,N,N,N,Jul,7,2024
685249,1,5-Jul-2024,9,99110,1222,80.1,81-90,Scattered Clouds,48,9.2,,WSW,10,,0,N,N,N,Jul,7,2024
685250,1,5-Jul-2024,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685251,1,5-Jul-2024,9,99110,1224,73,71-80,Clear,61,9.2,,WSW,7,,0,N,N,N,Jul,7,2024
685252,1,5-Jul-2024,24,132120,1212,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685253,1,5-Jul-2024,2,99110,1215,79,71-80,Partly Cloudy,52,11.5,,SW,10,,0,N,N,N,Jul,7,2024
685254,1,5-Jul-2024,1,99110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685255,1,5-Jul-2024,1,99110,1224,77,71-80,Clear,58,6.9,,Variable,10,,0,N,N,N,Jul,7,2024
685256,1,5-Jul-2024,11,99110,1222,77,71-80,Clear,58,6.9,,Variable,10,,0,N,N,N,Jul,7,2024
685257,1,5-Jul-2024,1,26151,1215,69.1,61-70,Clear,78,10.4,,WSW,7,,0,N,N,N,Jul,7,2024
685258,1,5-Jul-2024,1,99110,1224,73.9,71-80,Clear,64,9.2,,SW,10,,0,N,N,N,Jul,7,2024
685259,1,5-Jul-2024,16,147160,1402,73,71-80,Clear,66,6.9,,WSW,10,,0,N,N,N,Jul,7,2024
685260,1,5-Jul-2024,1,99110,1224,68,61-70,Clear,84,10.4,,WSW,7,,0,N,N,N,Jul,7,2024
685261,1,6-Jul-2024,3,132120,1288,64,61-70,Clear,87,6.9,,WNW,7,,0,N,N,N,Jul,7,2024
685262,1,6-Jul-2024,1,99110,1401,70,61-70,Scattered Clouds,71,4.6,,West,10,,0,N,N,N,Jul,7,2024
685263,1,6-Jul-2024,1,87110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685264,1,6-Jul-2024,8,132120,1402,72,71-80,Scattered Clouds,68,0,,North,10,,0,N,N,N,Jul,7,2024
685265,1,6-Jul-2024,2,99110,1402,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685266,1,6-Jul-2024,1,147160,1217,66.9,61-70,Clear,79,6.9,,West,7,,0,N,N,N,Jul,7,2024
685267,1,6-Jul-2024,1,99110,1402,73.9,71-80,Scattered Clouds,64,0,,North,10,,0,N,N,N,Jul,7,2024
685268,1,6-Jul-2024,7,99110,1212,73.9,71-80,Scattered Clouds,64,0,,North,10,,0,N,N,N,Jul,7,2024
685269,1,6-Jul-2024,1,87110,1224,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685270,1,6-Jul-2024,2,132120,1212,73.9,71-80,Scattered Clouds,64,0,,North,10,,0,N,N,N,Jul,7,2024
685271,1,6-Jul-2024,1,99110,1301,73.9,71-80,Scattered Clouds,64,0,,North,10,,0,N,N,N,Jul,7,2024
685272,1,6-Jul-2024,1,99110,1224,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685273,1,6-Jul-2024,1,99110,1212,73.9,71-80,Scattered Clouds,64,0,,North,10,,0,N,N,N,Jul,7,2024
685274,1,6-Jul-2024,9,132120,1224,69.1,61-70,Clear,75,5.8,,West,7,,0,N,N,N,Jul,7,2024
685275,1,6-Jul-2024,7,99110,1224,73.9,71-80,Clear,66,3.5,,NW,7,,0,N,N,N,Jul,7,2024
685276,1,6-Jul-2024,1,99110,1401,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685277,1,6-Jul-2024,1,147160,1402,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685278,1,6-Jul-2024,1,147160,1402,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685279,1,6-Jul-2024,1,147160,1402,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685280,1,6-Jul-2024,1,147160,1402,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685281,1,6-Jul-2024,1,147160,1222,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685282,1,6-Jul-2024,4,87110,1288,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685283,1,6-Jul-2024,7,99110,1402,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685284,1,6-Jul-2024,1,87110,1212,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685285,1,6-Jul-2024,1,147160,1222,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685286,1,6-Jul-2024,28,147160,1224,73.9,71-80,Clear,66,3.5,,NW,7,,0,N,N,N,Jul,7,2024
685287,1,6-Jul-2024,11,99110,1288,73.9,71-80,Clear,66,3.5,,NW,7,,0,N,N,N,Jul,7,2024
685288,1,6-Jul-2024,1,99110,1212,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685289,1,6-Jul-2024,28,132120,1336,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685290,1,6-Jul-2024,2,99110,1401,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685291,1,6-Jul-2024,1,99110,1301,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685292,1,6-Jul-2024,1,132120,1212,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685293,1,6-Jul-2024,1,132120,1212,75.9,71-80,Overcast,62,0,,North,10,,0,N,N,N,Jul,7,2024
685294,1,6-Jul-2024,1,99110,1212,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685295,1,6-Jul-2024,1,99110,1215,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685296,1,6-Jul-2024,13,26151,1288,77,71-80,Clear,62,3.5,,Variable,7,,0,N,N,N,Jul,7,2024
685297,1,6-Jul-2024,22,147160,1402,77,71-80,Scattered Clouds,62,5.8,,SE,10,,0,N,N,N,Jul,7,2024
685298,1,6-Jul-2024,2,99110,1402,77,71-80,Scattered Clouds,62,5.8,,SE,10,,0,N,N,N,Jul,7,2024
685299,1,6-Jul-2024,1,99110,1401,77,71-80,Scattered Clouds,62,5.8,,SE,10,,0,N,N,N,Jul,7,2024
685300,1,6-Jul-2024,1,132120,1217,77,71-80,Clear,62,3.5,,Variable,7,,0,N,N,N,Jul,7,2024
685301,1,6-Jul-2024,28,147160,1224,77,71-80,Scattered Clouds,62,5.8,,SE,10,,0,N,N,N,Jul,7,2024
685302,1,6-Jul-2024,1,132120,1222,77,71-80,Scattered Clouds,62,5.8,,SE,10,,0,N,N,N,Jul,7,2024
685303,1,6-Jul-2024,1,99110,1301,77,71-80,Scattered Clouds,62,5.8,,SE,10,,0,N,N,N,Jul,7,2024
685304,1,6-Jul-2024,1,99110,1288,77,71-80,Clear,62,3.5,,Variable,7,,0,N,N,N,Jul,7,2024
685305,1,6-Jul-2024,1,132120,1212,77,71-80,Scattered Clouds,62,5.8,,SE,10,,0,N,N,N,Jul,7,2024
685306,1,6-Jul-2024,1,99110,1301,77,71-80,Scattered Clouds,62,5.8,,SE,10,,0,N,N,N,Jul,7,2024
685307,1,6-Jul-2024,1,99110,1224,77,71-80,Scattered Clouds,62,5.8,,SE,10,,0,N,N,N,Jul,7,2024
685308,1,6-Jul-2024,1,132120,1401,77,71-80,Scattered Clouds,62,5.8,,SE,10,,0,N,N,N,Jul,7,2024
685309,1,6-Jul-2024,3,132120,1401,77,71-80,Scattered Clouds,62,5.8,,SE,10,,0,N,N,N,Jul,7,2024
685310,1,6-Jul-2024,1,99110,1401,77,71-80,Scattered Clouds,62,5.8,,SE,10,,0,N,N,N,Jul,7,2024
685311,1,6-Jul-2024,2,132120,1402,77,71-80,Scattered Clouds,62,6.9,,ESE,10,,0,N,N,N,Jul,7,2024
685312,1,6-Jul-2024,1,99110,1401,77,71-80,Scattered Clouds,62,6.9,,ESE,10,,0,N,N,N,Jul,7,2024
685313,1,6-Jul-2024,1,132120,1215,79,71-80,Clear,54,0,,North,7,,0,N,N,N,Jul,7,2024
685314,1,6-Jul-2024,1,132120,1401,77,71-80,Scattered Clouds,62,6.9,,ESE,10,,0,N,N,N,Jul,7,2024
685315,1,6-Jul-2024,21,87110,1402,77,71-80,Scattered Clouds,62,6.9,,ESE,10,,0,N,N,N,Jul,7,2024
685316,1,6-Jul-2024,2,99110,1401,77,71-80,Scattered Clouds,62,6.9,,ESE,10,,0,N,N,N,Jul,7,2024
685317,1,6-Jul-2024,18,87110,1222,,,Clear,,,,,7,,0,N,N,N,Jul,7,2024
685318,1,6-Jul-2024,22,132120,1402,77,71-80,Scattered Clouds,62,6.9,,ESE,10,,0,N,N,N,Jul,7,2024
685319,1,6-Jul-2024,1,99110,1224,77,71-80,Scattered Clouds,62,6.9,,ESE,10,,0,N,N,N,Jul,7,2024
685320,1,6-Jul-2024,4,132120,1224,79,71-80,Clear,54,0,,North,7,,0,N,N,N,Jul,7,2024
685321,1,6-Jul-2024,3,99110,1217,79,71-80,Clear,54,0,,North,7,,0,N,N,N,Jul,7,2024
